Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [StrainOrLine]	Term Source REF	Term Accession Number	Comment[Compound]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Factor Value [STRAIN]	Term Source REF	Term Accession Number
ABRC-CS57924 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57924	EFO	EFO_0000166	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57924 2	P-TABM-103	ABRC-CS57924 2	total_RNA	P-TABM-hans19	ABRC-CS57924 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R565	A-AFFY-2	P-AFFY-6	R565	R565.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57924	EFO	EFO_0000166
ABRC-CS57904 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57904	EFO	EFO_0000162	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57904 2	P-TABM-103	ABRC-CS57904 2	total_RNA	P-TABM-hans19	ABRC-CS57904 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R584	A-AFFY-2	P-AFFY-6	R584	R584.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57904	EFO	EFO_0000162
ABRC-CS57865 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57865	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57865 1	P-TABM-103	ABRC-CS57865 1	total_RNA	P-TABM-hans19	ABRC-CS57865 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R910	A-AFFY-2	P-AFFY-6	R910	R910.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57865	  	  
ABRC-CS57778 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57778	EFO	EFO_0000115	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57778 1	P-TABM-103	ABRC-CS57778 1	total_RNA	P-TABM-hans19	ABRC-CS57778 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R395	A-AFFY-2	P-AFFY-6	R395	R395.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57778	EFO	EFO_0000115
ABRC-CS57641 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57641	EFO	EFO_0000049	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57641 1	P-TABM-103	ABRC-CS57641 1	total_RNA	P-TABM-hans19	ABRC-CS57641 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R194	A-AFFY-2	P-AFFY-6	R194	R194.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57641	EFO	EFO_0000049
ABRC-CS57775 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57775	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57775 1	P-TABM-103	ABRC-CS57775 1	total_RNA	P-TABM-hans19	ABRC-CS57775 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R199	A-AFFY-2	P-AFFY-6	R199	R199.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57775	  	  
ABRC-CS57758 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57758	EFO	EFO_0000089	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57758 1	P-TABM-103	ABRC-CS57758 1	total_RNA	P-TABM-hans19	ABRC-CS57758 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R308	A-AFFY-2	P-AFFY-6	R308	R308.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57758	EFO	EFO_0000089
ABRC-CS57727 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57727	EFO	EFO_0000076	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57727 2	P-TABM-103	ABRC-CS57727 2	total_RNA	P-TABM-hans19	ABRC-CS57727 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R760	A-AFFY-2	P-AFFY-6	R760	R760.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57727	EFO	EFO_0000076
ABRC-CS57638 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57638	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57638 1	P-TABM-103	ABRC-CS57638 1	total_RNA	P-TABM-hans19	ABRC-CS57638 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R911	A-AFFY-2	P-AFFY-6	R911	R911.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57638	  	  
ABRC-CS57742 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57742	EFO	EFO_0000083	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57742 1	P-TABM-103	ABRC-CS57742 1	total_RNA	P-TABM-hans19	ABRC-CS57742 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R331	A-AFFY-2	P-AFFY-6	R331	R331.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57742	EFO	EFO_0000083
ABRC-CS57868 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57868	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57868 2	P-TABM-103	ABRC-CS57868 2	total_RNA	P-TABM-hans19	ABRC-CS57868 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1364	A-AFFY-2	P-AFFY-6	R1364	R1364.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57868	  	  
ABRC-CS57627 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57627	EFO	EFO_0000043	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57627 2	P-TABM-103	ABRC-CS57627 2	total_RNA	P-TABM-hans19	ABRC-CS57627 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R704	A-AFFY-2	P-AFFY-6	R704	R704.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57627	EFO	EFO_0000043
ABRC-CS57834 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57834	EFO	EFO_0000137	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57834 1	P-TABM-103	ABRC-CS57834 1	total_RNA	P-TABM-hans19	ABRC-CS57834 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R386	A-AFFY-2	P-AFFY-6	R386	R386.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57834	EFO	EFO_0000137
ABRC-CS57554 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57554	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57554 1	P-TABM-103	ABRC-CS57554 1	total_RNA	P-TABM-hans19	ABRC-CS57554 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1144	A-AFFY-2	P-AFFY-6	R1144	R1144.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57554	  	  
ABRC-CS57523 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57523	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57523 2	P-TABM-103	ABRC-CS57523 2	total_RNA	P-TABM-hans19	ABRC-CS57523 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R559	A-AFFY-2	P-AFFY-6	R559	R559.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57523	  	  
ABRC-CS57630 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57630	EFO	EFO_0000046	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57630 1	P-TABM-103	ABRC-CS57630 1	total_RNA	P-TABM-hans19	ABRC-CS57630 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R355	A-AFFY-2	P-AFFY-6	R355	R355.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57630	EFO	EFO_0000046
ABRC-CS57578 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57578	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57578 1	P-TABM-103	ABRC-CS57578 1	total_RNA	P-TABM-hans19	ABRC-CS57578 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1191	A-AFFY-2	P-AFFY-6	R1191	R1191.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57578	  	  
ABRC-CS57740 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57740	EFO	EFO_0000082	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57740 1	P-TABM-103	ABRC-CS57740 1	total_RNA	P-TABM-hans19	ABRC-CS57740 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R303	A-AFFY-2	P-AFFY-6	R303	R303.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57740	EFO	EFO_0000082
ABRC-CS57629 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57629	EFO	EFO_0000045	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57629 2	P-TABM-103	ABRC-CS57629 2	total_RNA	P-TABM-hans19	ABRC-CS57629 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R513	A-AFFY-2	P-AFFY-6	R513	R513.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57629	EFO	EFO_0000045
ABRC-CS57697 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57697	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57697 1	P-TABM-103	ABRC-CS57697 1	total_RNA	P-TABM-hans19	ABRC-CS57697 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R150	A-AFFY-2	P-AFFY-6	R150	R150.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57697	  	  
ABRC-CS57520 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57520	EFO	EFO_0000005	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57520 1	P-TABM-103	ABRC-CS57520 1	total_RNA	P-TABM-hans19	ABRC-CS57520 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R190	A-AFFY-2	P-AFFY-6	R190	R190.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57520	EFO	EFO_0000005
ABRC-CS57664 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57664	EFO	EFO_0000057	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57664 1	P-TABM-103	ABRC-CS57664 1	total_RNA	P-TABM-hans19	ABRC-CS57664 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R164	A-AFFY-2	P-AFFY-6	R164	R164.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57664	EFO	EFO_0000057
ABRC-CS57811 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57811	EFO	EFO_0000125	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57811 1	P-TABM-103	ABRC-CS57811 1	total_RNA	P-TABM-hans19	ABRC-CS57811 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R120b	A-AFFY-2	P-AFFY-6	R120b	R120b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.8.zip	CS57811	EFO	EFO_0000125
ABRC-CS57777 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57777	EFO	EFO_0000114	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57777 1	P-TABM-103	ABRC-CS57777 1	total_RNA	P-TABM-hans19	ABRC-CS57777 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R346	A-AFFY-2	P-AFFY-6	R346	R346.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57777	EFO	EFO_0000114
ABRC-CS57719 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57719	EFO	EFO_0000074	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57719 2	P-TABM-103	ABRC-CS57719 2	total_RNA	P-TABM-hans19	ABRC-CS57719 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R561	A-AFFY-2	P-AFFY-6	R561	R561.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57719	EFO	EFO_0000074
ABRC-CS57842 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57842	EFO	EFO_0000141	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57842 1	P-TABM-103	ABRC-CS57842 1	total_RNA	P-TABM-hans19	ABRC-CS57842 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R131	A-AFFY-2	P-AFFY-6	R131	R131.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57842	EFO	EFO_0000141
ABRC-CS57512 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57512	EFO	EFO_0000003	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57512 1	P-TABM-103	ABRC-CS57512 1	total_RNA	P-TABM-hans19	ABRC-CS57512 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R185	A-AFFY-2	P-AFFY-6	R185	R185.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57512	EFO	EFO_0000003
ABRC-CS57732 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57732	EFO	EFO_0000078	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57732 2	P-TABM-103	ABRC-CS57732 2	total_RNA	P-TABM-hans19	ABRC-CS57732 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R511	A-AFFY-2	P-AFFY-6	R511	R511.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57732	EFO	EFO_0000078
ABRC-CS57638 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57638	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57638 2	P-TABM-103	ABRC-CS57638 2	total_RNA	P-TABM-hans19	ABRC-CS57638 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1596	A-AFFY-2	P-AFFY-6	R1596	R1596.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57638	  	  
ABRC-CS57826 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57826	EFO	EFO_0000134	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57826 2	P-TABM-103	ABRC-CS57826 2	total_RNA	P-TABM-hans19	ABRC-CS57826 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R600	A-AFFY-2	P-AFFY-6	R600	R600.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57826	EFO	EFO_0000134
ABRC-CS57551 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57551	EFO	EFO_0000013	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57551 1	P-TABM-103	ABRC-CS57551 1	total_RNA	P-TABM-hans19	ABRC-CS57551 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R156	A-AFFY-2	P-AFFY-6	R156	R156.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57551	EFO	EFO_0000013
ABRC-CS57706 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57706	EFO	EFO_0000067	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57706 2	P-TABM-103	ABRC-CS57706 2	total_RNA	P-TABM-hans19	ABRC-CS57706 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R547	A-AFFY-2	P-AFFY-6	R547	R547.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57706	EFO	EFO_0000067
ABRC-CS57695 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57695	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57695 1	P-TABM-103	ABRC-CS57695 1	total_RNA	P-TABM-hans19	ABRC-CS57695 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1178	A-AFFY-2	P-AFFY-6	R1178	R1178.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57695	  	  
ABRC-CS57551 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57551	EFO	EFO_0000013	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57551 2	P-TABM-103	ABRC-CS57551 2	total_RNA	P-TABM-hans19	ABRC-CS57551 2 biotin	biotin	synthetic_DNA	P-TABM-hans12	R726-2	A-AFFY-2	P-AFFY-6	R726-2	R726-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57551	EFO	EFO_0000013
ABRC-CS57713 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57713	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57713 2	P-TABM-103	ABRC-CS57713 2	total_RNA	P-TABM-hans19	ABRC-CS57713 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1523	A-AFFY-2	P-AFFY-6	R1523	R1523.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57713	  	  
ABRC-CS57615 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57615	EFO	EFO_0000033	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57615 2	P-TABM-103	ABRC-CS57615 2	total_RNA	P-TABM-hans19	ABRC-CS57615 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R580	A-AFFY-2	P-AFFY-6	R580	R580.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57615	EFO	EFO_0000033
ABRC-CS57813 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57813	EFO	EFO_0000127	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57813 1	P-TABM-103	ABRC-CS57813 1	total_RNA	P-TABM-hans19	ABRC-CS57813 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R356	A-AFFY-2	P-AFFY-6	R356	R356.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57813	EFO	EFO_0000127
ABRC-CS57849 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57849	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57849 1	P-TABM-103	ABRC-CS57849 1	total_RNA	P-TABM-hans19	ABRC-CS57849 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1172	A-AFFY-2	P-AFFY-6	R1172	R1172.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57849	  	  
ABRC-CS57549 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57549	EFO	EFO_0000012	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57549 1	P-TABM-103	ABRC-CS57549 1	total_RNA	P-TABM-hans19	ABRC-CS57549 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R305	A-AFFY-2	P-AFFY-6	R305	R305.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57549	EFO	EFO_0000012
ABRC-CS57512 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57512	EFO	EFO_0000003	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57512 2	P-TABM-103	ABRC-CS57512 2	total_RNA	P-TABM-hans19	ABRC-CS57512 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R751	A-AFFY-2	P-AFFY-6	R751	R751.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.9.zip	CS57512	EFO	EFO_0000003
