TFName 	 TFLocus 	 TargetName 	 TargetLocus 	 IsTF 	 TargetType 	 Confirmation 	 InteractionType
LFY 	 AT5G61850 	 AT3G26730 	 AT3G26730 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27190 	 AT3G27190 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27200 	 AT3G27200 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27210 	 AT3G27210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27220 	 AT3G27220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27260 	 AT3G27260 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27330 	 AT3G27330 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27340 	 AT3G27340 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27390 	 AT3G27390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27960 	 AT3G27960 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G27965 	 AT3G27965 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28040 	 AT3G28040 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28060 	 AT3G28060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28070 	 AT3G28070 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28080 	 AT3G28080 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28080 	 AT3G28080 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G28100 	 AT3G28100 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28110 	 AT3G28110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28120 	 AT3G28120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28130 	 AT3G28130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28685 	 AT3G28685 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G28690 	 AT3G28690 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G29034 	 AT3G29034 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G29040 	 AT3G29040 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G29360 	 AT3G29360 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G29647 	 AT3G29647 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G30170 	 AT3G30170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G30300 	 AT3G30300 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G30340 	 AT3G30340 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G42160 	 AT3G42160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G42170 	 AT3G42170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G42786 	 AT3G42786 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G42790 	 AT3G42790 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43110 	 AT3G43110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43110 	 AT3G43110 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G43120 	 AT3G43120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43120 	 AT3G43120 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G43190 	 AT3G43190 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43205 	 AT3G43205 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43720 	 AT3G43720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43722 	 AT3G43722 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G43910 	 AT3G43910 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44100 	 AT3G44100 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44310 	 AT3G44310 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44380 	 AT3G44380 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44390 	 AT3G44390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44720 	 AT3G44720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44735 	 AT3G44735 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44740 	 AT3G44740 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G44990 	 AT3G44990 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G45210 	 AT3G45210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G45600 	 AT3G45600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G45610 	 AT3G45610 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G45775 	 AT3G45775 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G45780 	 AT3G45780 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G45955 	 AT3G45955 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G46010 	 AT3G46010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G46020 	 AT3G46020 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G46140 	 AT3G46140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G46370 	 AT3G46370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G47210 	 AT3G47210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G47220 	 AT3G47220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G47340 	 AT3G47340 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G47341 	 AT3G47341 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G47342 	 AT3G47342 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G47420 	 AT3G47420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48205 	 AT3G48205 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48208 	 AT3G48208 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48237 	 AT3G48237 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48240 	 AT3G48240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48250 	 AT3G48250 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48360 	 AT3G48360 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48370 	 AT3G48370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48370 	 AT3G48370 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G48780 	 AT3G48780 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48790 	 AT3G48790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48980 	 AT3G48980 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G48990 	 AT3G48990 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49000 	 AT3G49000 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49350 	 AT3G49350 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49360 	 AT3G49360 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49410 	 AT3G49410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49420 	 AT3G49420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49660 	 AT3G49660 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49668 	 AT3G49668 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G49940 	 AT3G49940 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50240 	 AT3G50240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50250 	 AT3G50250 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50390 	 AT3G50390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50400 	 AT3G50400 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50560 	 AT3G50560 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50570 	 AT3G50570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50570 	 AT3G50570 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G50630 	 AT3G50630 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50640 	 AT3G50640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50750 	 AT3G50750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50751 	 AT3G50751 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50790 	 AT3G50790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G50800 	 AT3G50800 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51440 	 AT3G51440 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51450 	 AT3G51450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51490 	 AT3G51490 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51500 	 AT3G51500 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51580 	 AT3G51580 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51636 	 AT3G51636 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51640 	 AT3G51640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51710 	 AT3G51710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51710 	 AT3G51710 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G51720 	 AT3G51720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51940 	 AT3G51940 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51950 	 AT3G51950 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G51960 	 AT3G51960 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52220 	 AT3G52220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52230 	 AT3G52230 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52240 	 AT3G52240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52460 	 AT3G52460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52470 	 AT3G52470 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52870 	 AT3G52870 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G52880 	 AT3G52880 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53460 	 AT3G53460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53470 	 AT3G53470 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53680 	 AT3G53680 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53690 	 AT3G53690 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53930 	 AT3G53930 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53940 	 AT3G53940 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53950 	 AT3G53950 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53960 	 AT3G53960 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53960 	 AT3G53960 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G53980 	 AT3G53980 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G53990 	 AT3G53990 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G54730 	 AT3G54730 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G54740 	 AT3G54740 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G54826 	 AT3G54826 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G54830 	 AT3G54830 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G54880 	 AT3G54880 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G54890 	 AT3G54890 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55060 	 AT3G55060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55070 	 AT3G55070 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55240 	 AT3G55240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55250 	 AT3G55250 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55290 	 AT3G55290 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55450 	 AT3G55450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55566 	 AT3G55566 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55620 	 AT3G55620 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G55980 	 AT3G55980 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G56120 	 AT3G56120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G56130 	 AT3G56130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G56140 	 AT3G56140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57000 	 AT3G57000 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57010 	 AT3G57010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57020 	 AT3G57020 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57040 	 AT3G57040 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57050 	 AT3G57050 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57060 	 AT3G57060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57130 	 AT3G57130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57540 	 AT3G57540 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57540 	 AT3G57540 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G57550 	 AT3G57550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57790 	 AT3G57790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57810 	 AT3G57810 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57870 	 AT3G57870 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G57880 	 AT3G57880 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G58070 	 AT3G58070 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G58080 	 AT3G58080 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G58080 	 AT3G58080 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G58670 	 AT3G58670 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G58676 	 AT3G58676 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G58720 	 AT3G58720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G58730 	 AT3G58730 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59410 	 AT3G59410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59415 	 AT3G59415 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59430 	 AT3G59430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59440 	 AT3G59440 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59440 	 AT3G59440 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G59470 	 AT3G59470 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59480 	 AT3G59480 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G59680 	 AT3G59680 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60120 	 AT3G60120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60120 	 AT3G60120 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G60380 	 AT3G60380 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60520 	 AT3G60520 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60620 	 AT3G60620 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60660 	 AT3G60660 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60670 	 AT3G60670 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60897 	 AT3G60897 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G60900 	 AT3G60900 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G61160 	 AT3G61160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G61240 	 AT3G61240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G61630 	 AT3G61630 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G61640 	 AT3G61640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G61750 	 AT3G61750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G61755 	 AT3G61755 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G62130 	 AT3G62130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G62140 	 AT3G62140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G62528 	 AT3G62528 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G62820 	 AT3G62820 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G62830 	 AT3G62830 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G62988 	 AT3G62988 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63006 	 AT3G63006 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63010 	 AT3G63010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63020 	 AT3G63020 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63020 	 AT3G63020 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT3G63180 	 AT3G63180 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63233 	 AT3G63233 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63240 	 AT3G63240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63450 	 AT3G63450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63460 	 AT3G63460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G63540 	 AT3G63540 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G66652 	 AT3G66652 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT3G66654 	 AT3G66654 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00140 	 AT4G00140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00165 	 AT4G00165 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00170 	 AT4G00170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00300 	 AT4G00300 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00305 	 AT4G00305 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00310 	 AT4G00310 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00370 	 AT4G00370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00380 	 AT4G00380 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00430 	 AT4G00430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00570 	 AT4G00570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00580 	 AT4G00580 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00695 	 AT4G00695 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G00700 	 AT4G00700 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01050 	 AT4G01050 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01090 	 AT4G01090 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01100 	 AT4G01100 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01120 	 AT4G01120 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01130 	 AT4G01130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01330 	 AT4G01330 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01335 	 AT4G01335 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01480 	 AT4G01480 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01490 	 AT4G01490 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G01490 	 AT4G01490 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT4G03110 	 AT4G03110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03113 	 AT4G03113 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03115 	 AT4G03115 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03280 	 AT4G03280 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03285 	 AT4G03285 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03290 	 AT4G03290 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03290 	 AT4G03290 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT4G03400 	 AT4G03400 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03410 	 AT4G03410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03420 	 AT4G03420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03450 	 AT4G03450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03550 	 AT4G03550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G03560 	 AT4G03560 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G05030 	 AT4G05030 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G05030 	 AT4G05030 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT4G05040 	 AT4G05040 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G05095 	 AT4G05095 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G08860 	 AT4G08860 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G08870 	 AT4G08870 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT4G08871 	 AT4G08871 	 No 	 Direct 	 Confirmed 	 Activation
